the first playthrough of elden ring is one of the best eperiences gaming can offer you but after youve explored everything in the open world and you ve experienced all of the surprises you lose motivation to go exploring on repeat playthroughs which takes lot away from the replayability which is very important thing for from games imo ,0
a replay solidified my love for elden ring so easily my favorite game of all time actually beating malenia this time was also an amazing feeling just love being in this world man its the greatest of all time,1
the game is absolutely beautiful with so much to do the replayability is crazy and it never gets old with it too ,0
took everything great about the soulsborne games and make it 100 better ,1
i play with my overlevelled friend every time and we still fail sometimes he on ng6 insanely difficult game lol n gorgeous graphics animations everything about this game is so beautiful deserves all the hype it gets if you have powerful enough pc definitely recommend you play it on there if you use keyboard you ll want to change the keybinds because the defaults are ass ,0
tied as my favorite souls game with bloodborne truly one ll keep coming back too ,1
convinced this is roguelike for people who do not like the genre the art is technically good but the aesthetic does very little for me too clean or something idk wish liked it but do not,1
incredible art banger soundtrack surprisingly charming storyline and big red dog hades has very smooth gameplay but after playing it for while it just feels like youre doing the same 3 hit combo ove and over again which dont get me wrong that combo feels great to do but once becomes muscle memory you kinda go into autopilot also think the boons are cool but would like to see them change the flow of combat bit more there are some cool ones like the grape boon that can change the way you play but most of them are just upgrades that dont really change the gameplay or strategy other then those 2 small gripes the game is fantastic ,1
não sou muito de jogo indie admito que joguei poucos mas devo dizer que hades foi um dos melhores jogos que joguei na vida facilmente no top 15 toda sua arte dublagem gameplay carisma dos personagens é tudo incrivel,0
i can shake the feeling that am thoroughly bored playing hades ve picked up hades three times over the last few years and three times ve found myself putting down the controller after handful of hours especially after reaching the third stage and couldn figure out why it wasn working for me after giving it few good goes ve finally managed to pin down what it is that just doesn click for me about hades ,0
one of my favorites in the rogue likes lites only being beat by binding of isaac love the characters thanatos my beloved and the writing and the art style and rrraaaahhh this game is awesome,1
a really good switch game however didn really grip me like mario odyssey,0
i was very disappointed by the final boss fight but the rest of the game is so good it makes me not want to even do the final boss fight anyway just so can play more of the game do wish that there were more unique mechanics in combat besides just parrying and link flurry rush but the world is really pretty and actually incentivizes exploring it characters are great story is great and makes you work for it and there tons of hidden secrets and details ,1
sencillamente el mejor juego que he tenido el placer de disfrutar esperé 5 años para poder jugarlo puedo decir que valió cada segundo la espera no estoy ni cerca de conseguir el 100 tengo mas de 100 horas aún estoy descubriendo cosas nuevas va más allá de un simple juego es una experiencia que lamentablemente solo se puede vivir una vez en la vida la recomiendo totalmente ,0
em meio tanto jogo de mundo aberto ruim saindo por aí na última década acho que da pra entender porque breath of the wild chocou tanto as pessoas no ano em que ele lançou realmente eu acho que é melhor mundo aberto que eu já joguei até hoje explorar cada pedacinho desse mundo é tão gostoso parece que tudo aqui tá no mapa tem um propósito para estar lá diferente dos mapas vazios da ubisoft por exemplo acho que unico defeito é esses sistema chatinho de durabilidade das armas ficar trocando de arma tempo todo é tão chato espero que no próximo não tenha ,1
soundtrack is tied for 1 with nier automata super charming story and characters which have become iconic and all that made by 1 man thats it thats the review have no criticisms,0
just play this game dont look at any of these reviews just pick the game up and know nothing else about it if you are one of the lucky ones that didnt get spoiled on the game it will fucking break you in the best of ways,0
whooaa ohh ohhhh ohoohhohh ohhwooaah story of undertale,1
a nice unique take on the rpg indie game format by incorporating really good ideas funny interactions an incredibly subtle story and wonderful music definitely must play if you have not already ,1
this games worldbuilding is incredible with its amazing soundtrack and gorgeous art direction it really makes you feel like you re spiderman one of the best value in gaming tbh this game is packed full of content and none of it feels like filler even the boss rush manages to feel fresh by introducing some surprise bosses boss variants as rewards for beating tough pantheons cant wait to play silksong when turn 80 ,1
this isn just game this is an entire experience n was not too much into metroidvania games and then tried this without any expectation it became one of my favorite games of all time and brought me into the genre now m seeking for similar adventures and can wait for silksong n ve done all 112 in my first run and now m beating the game again then ll aim to master the game on steam and this is the first time game instigated me to do that masterpiece ,1
i like how you can bounce on spikes with your nail good casual game that offers additional challenges for people that are socially challenged,1
a rivetting action adventure game with stunning design extremely rewarding but also gruesomly difficult at times ,0
for each individual aspect platforming exploration combat but the integration and packaging of the content are so good it slightly better that the sum of its parts most of the combat and traversal abilities feel useful and many evoke that super metroid gleeful feeling that you ll finally be able to access that new area grab that item or beat that boss the end game challenges reminiscent of wiley fortress and boss rushes after megaman has fully self actualized were the highlight boss rushes in particular were fun to dissect and master found uses for some charms had written off as not my style to counter some of the unconventional boss mechanics my only gripes n the repeated backtracking get it fast travel mechanic that too liberal can erase the environment but this was excessive n some of the charms seemed worthless even after strategizing for boss combat and platforming rushes n in the name of decency and civility make geo sucking ability automatic ,1
muito bom vc pode construir usar sua imaginação mods sobreviver jogar multiplayer até zerar jogo minecraft é um jogo incrível fica melhor cada atualização nunca zerei mesmo depois de muitos anos ,0
baby gammeeee n had the most fun playing when it was first released sory n still fun for couple of hours when playing with people tho ,1
the best game ve played in my life,1
omori is game held up by it heartbreaking emotional story and lifelike characters and ultimately let down by lackluster battle mechanics and gimmicky otherworld ,0
i fucking love air conditioning ,0
didnt close my eyes,0
still not finished but loving the game,1
one of my favorite games of all time it definitely has flaws with it ,1
acing god fucking hate sweetheart castle section but the twist and just overall the characters are so likeable and well written like aubrey kel and hero don really care too much about sunny but he alright guess gets the job done feel basil could definitely use some more screentime the guy rarely gets any in the real world section of the game the writing is,1
have only been metroid fan for couple of years but think this was worth the 19 year wait,1
the most unexpected nintendo release of 2021 pretty good offering by mercury steam while some ideas are questionable like these invulnerable bosses that need to be avoided they do add up to the tension the final boss is unforgiving and punishes hard ,0
the best 2d metroid has been the art design in this one pops out so much you ll remember distinct areas for later the abilities are so fast in this one and some puzzles require some strong thinking even knowing where the item locations are ,1
there was nothing dreadful about this game nothing ,0
context sensitive grappling hooks are hatecrime,0
it a solid party game m bad at lying though and it makes me feel bad not complaint with the game it a complaint with myself that makes it harder for me personally to enjoy,0
lie to your friends simulator,0
im carrying the weight of the wooooooooooooooooooorld,1
nier automata is an unforgettable game androids vs machines all while trying to save humanity and uncover the cold truth of this post apocalyptic world 2b and 9s share common goal but have differing views through the story the combat is more fleshed out than its predecessor due to chips and pod mechanics characters change and face reality after meeting characters and concepts never seen before ,0
this is my favorite game ever and the only game cared enough about to get the platinum trophy in might be biased here but the game has lot of things loved going in like the post apocalyptic setting the game isn perfect and while things like the 9s hacking and route pushed lot of people away still thoroughly enjoyed it getting ending and the final shut em up section in the credits ending with me giving up my save file to protect fellow player is one of the most beautiful moments ve seen in fiction as whole,1
verdadeiro goty 2017 zelda é caralho vai tomar no cu ryuji,0
this game is great and to many people this is probably one of the greatest jrpgs if not overall game of all time see that 100 but personally have my nitpicks with it such as n the pacing of the game n the fact it only gets good 30 40 hours into the game n the fact that essential strategic and most importantly fun mechanics are locked behind confidants such as switching your party mid battle n the lack of freedom to do what you want n similar to smt iv iv and maybe other smt persona games idk they sell dlc for super powerful personas in smtiv at least these were entirely optional and you had to purchase them in persona 5 royal they included the dlc which again could ignore if they are optional but can unlike in pervious games there are legitimate fusions using legitimate personas that allow you to straight up just get these p2w personas naturally which absolute fathom and throws the balance of the game out the window n and more importantly the entirety of kasumi character pre third semester want to punch her ,1
vanilla was my first persona and smt game kinda feels like coming home whenever play it,1
if you have spare 100 hours lying around do this was pretty good 4 better tho ,1
i love goro akechi,1
played like 50 hrs guess finished half or two thirds of it cannot say didn like persona 5 at all but this sort of infantile fleur around the characters and situations got me at last played some smt games and they seemed much more sophisticated and thoughtful especially the 4th however cannot say that persona 5 is bad game although my experience with it was bit rough had this state of waiting for something like 5 10 hours more and something incredible would happen for sure characters pull off some weird moves and the real persona the one everyone is so hyped up about would begin never happened might finish it sometime later tho whenever vibes come back ,0
like nya ,1
one of the greatest games have ever played ,1
god of war is game that understands its audience kratos is now as tired and old as all of us who played the original games back on the ps2 ,0
one of the best games of the ps4 generation that game changes the style of gow saga and it hits in the middle of the target it a master piece the story deep imersive and the world of that gow so vivid and beautiful m not sure if the new gameplay an upgrade but it enjoyable n 9 6,1
this is my fav game of all time everything about it is amazing,1
soy muy tonto scar tissue como dicen los chavales de ahora,0
thought portal was good this game is beyond that this game adds full narrative with characters and guarantee hearing banter between wheatley glad0s and cave johnson k simmons is far better than anything heard today ,1
i not trying to brag but bloodborne wasn much of challenge for me the beginning was little hard since bloodborne mechanics are quite different compared to the dark souls trilogy but few tries and deaths are enough for someone to get used to the way you play ,0
my favourite in the soulsborne series ,1
i have very conflicting opinion of this game that may require me to go back for another playthrough ,0
brilliant incredible amazing show stopping spectacular ,1
perfect,1
the greatest game of all time ,1
my absolute favorite platformer,1
im bad at platforming,0
muito maneiro personagens cativantes o pós jogo chega muitas vezes até ser mais divertido para quem gosta de desafio ,0
one of the imo best gaming experiences you can find to this day the dialouge is adorable and heartfelt the music is utterly stunning and the gameplay and level design is that perfect mix of challenging and fun where you sit there for hours just wanting to complete that one jump doing it over and over and when you do complete it you feel so proud of yourself,1
this is peak it is one of my favorite games its so good not only is the story amazing but side content makes the game feel like real world,1
i wish japan was real,0
super enjoyed this game loved the story and the characters and the entire vibe of it the combat didn super click with me but still had fun beating up enemies and even more fun beating up story characters,1
this game got me back into playing single player games and am eternally grateful for that ,0
overrated as fuck,0
sacrifices fun for the sake of realism,1
portal desolate labs with mind bending puzzles are unforgettable the concept of portals themselves are strange but put into gameplay loops really force you to think with portals ,0
genuinely fun puzzle game that makes me realize my iq is in fact negative but that won stop me from drinking all of the poison goo what it gonna do block my path now already drank it all ,1
a really great game just didn stick out as much as it predecessor 64,1
inspiring how mario can feel so fresh and original after so many years ,1
i played this game so many times dont ever wanna touch it again,1
i mean objectively the best mario game just like galaxy more,0
yeah mario games hit,0
the first 3d mario game have truly loved and completed 100 the near perfection of an already glorious formula ,1
the more mature story by recent pokémon standards lore ramifications for sinnoh and the amazing real time catch mechanics make this game one of the best pokémon games ever easily though good pokémon is still far from being good video game generally speaking the textures are muddy the levels especially alabaster icelands and cobalt coastlands feel janky and overly linear despite the game encouraging more mobile movement and freedom and of course the lack of meaningful presentation through stiff character animations and lack of voice acting hurt this game alot still feel like pokémon gameplay has peaked here but they just don let these games cook long enough and only get away with it because pokémon fans only play pokémon and don branch out to know what actually good,1
really refreshing take on the series just little empty overall ,1
great game but it would be better if there was voice acting and no sudden cutscenes every 2 seconds and it gets pretty bad as you play it but if you re finding good first pokemon game would recommend it tho ,1
aside from obvious performance issues this was easily the most fun ive had with the pokemon series since the release of black white hope we get follow up game in the future that focuses on the unova region and kyurem,0
put me in feudal japan with an iphone and probably wouldn get as far as did here,0
pla the best pokémon game ve ever played and why ll probably never play another pokémon game in my life,1
it was great game all round ending felt little rushed,0
a whole lot of soul put into this game forgot how much really loved hack and slash and especially rhythm musical at the top of it makes it extremely fun was pretty cool story with fun cast overall banger of game and definitely favorites of the year ,1
isso aqui é um absurdo,0
this game came out of no where and felt like it hit me like sucker punch from professional boxer always have soft spot for good rhythm game and hi fi rush hits that spot just right ,1
this game is so jank but so entertaining,1
metal gear rising revengeance review memes raiden memes ,0
feel like would have enjoyed this game much more if hack slash was my kind of game,1
people be rating this 3 bitch be serious ,0
incredible spectacle and movie esque cutscenes backed up by memorable characters inarguably one of the most recognizable games of the decade however is held back by lackluster gameplay ,1
bom jogo importante pra caramba tudo mais mas sinceramente tantas horas de gameplay me divertiram muito mas me recepcionaram na história não que eu eu esperasse algo muito elaborado mas senti que não foi conclusiva ou evoluísse os personagens é divertido muito mesmo a liberdade é ótima passei muito tempo jogando tênis dirigindo pelas colinas fazendo coisas aleatórias a experiência é ótima em pleno começo de 2023 talvez não seja lá grande coisa jogar um jogo assim no sentido de muita coisa legal pra fazer mas na época era uma baita inovação merece respeito pelo que até hoje impressiona ,0
